,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
ENSG00000248895.1,0.254629,0.8688245,1.592184,0.5456811,0.5852852,NA,NA
ENSG00000254315.1,4.768696,-0.2714481,0.3487043,-0.7784478,0.4363051,0.7322199,NA
ENSG00000121864.5,11651.23,0.1007487,0.08903328,1.131585,0.2578089,0.5774072,NA
ENSG00000248049.2,2278.48,0.1241543,0.1214451,1.022307,0.3066355,0.623786,NA
ENSG00000177599.8,169.7778,0.03066358,0.1669382,0.1836822,0.8542627,0.9501702,NA
ENSG00000143479.11,85.35377,-0.3263948,0.1424666,-2.291027,0.02196183,0.154161,NA
ENSG00000257270.1,630.6066,-0.1647541,0.09664627,-1.704713,0.08824802,0.3355065,NA
ENSG00000105290.7,48.9481,-0.103949,0.4586856,-0.2266236,0.8207165,0.9384074,NA
ENSG00000240590.1,0.03991528,-0.3965197,3.287633,-0.1206095,0.9040004,NA,NA
ENSG00000203433.1,0.07418091,-0.07082862,3.287633,-0.02154396,0.9828117,NA,NA
ENSG00000179523.4,2928.527,0.2673728,0.06931764,3.857211,0.0001146883,0.006242417,NA
ENSG00000233903.2,5.192878,-0.04956101,0.2749506,-0.1802543,0.856953,0.9514753,NA
ENSG00000233578.1,212.9398,-0.137383,0.1166982,-1.17725,0.2390956,0.5579593,NA
ENSG00000273406.1,37.20234,0.1532077,0.1842717,0.8314228,0.4057348,0.7089724,NA
ENSG00000255038.1,99.25382,0.2475519,0.1185485,2.088191,0.03678063,0.2066098,NA
ENSG00000271793.1,14.53626,0.8440359,1.163282,0.725564,0.4681061,0.7551277,NA
ENSG00000267986.1,0.2676444,0.1384755,1.330361,0.1040887,0.917099,NA,NA
ENSG00000166963.8,151.8166,-0.005873352,0.3483001,-0.01686291,0.986546,0.9962287,NA
ENSG00000221048.1,0.3798683,-0.02855162,1.14315,-0.02497626,0.9800739,NA,NA
ENSG00000233996.1,5.68008,-0.1955278,0.2804923,-0.6970879,0.4857478,0.7677909,NA
ENSG00000116218.8,1.697288,-0.7370545,0.7929981,-0.929453,0.3526544,NA,NA
ENSG00000256514.1,4213.013,-0.02450645,0.1617433,-0.1515144,0.8795699,0.9593855,NA
ENSG00000222524.1,0.01476574,-0.2971313,3.287633,-0.09037848,0.9279865,NA,NA
ENSG00000235790.3,0,0,0,0,1,NA,NA
ENSG00000169202.3,0.02802341,-0.02801584,3.287633,-0.008521583,0.9932008,NA,NA
ENSG00000158786.4,7.446664,-0.2721855,0.8918939,-0.305177,0.7602313,0.9111749,NA
ENSG00000270619.1,0.2990629,0.7422093,1.441477,0.514895,0.6066264,NA,NA
ENSG00000222942.1,0.4785174,0.9877845,2.220815,0.4447847,0.6564753,NA,NA
ENSG00000216676.2,4.319169,0.08638828,0.2562174,0.337168,0.7359903,0.9000418,NA
ENSG00000218052.4,333.0182,-0.4158823,0.1560372,-2.665277,0.007692491,0.08269828,NA
ENSG00000128203.6,910.05,-0.1794287,0.1004805,-1.785706,0.07414682,0.3048647,NA
ENSG00000140280.9,2234.446,-0.1090314,0.1233066,-0.8842294,0.3765724,0.6868583,NA
ENSG00000121594.7,673.9475,0.4924287,0.3567618,1.380273,0.1675026,0.4714417,NA
ENSG00000167258.9,36896.91,-0.1059544,0.06906195,-1.534194,0.1249819,0.4053865,NA
ENSG00000128487.12,841.8971,0.1518747,0.1867433,0.8132804,0.4160573,0.7175525,NA
ENSG00000136888.6,19534.4,-0.05860321,0.07550812,-0.776118,0.4376793,0.7330721,NA
ENSG00000261462.1,0.7135479,-0.7419372,0.9305539,-0.7973071,0.4252727,NA,NA
ENSG00000223247.1,26.45453,-0.820719,0.4143072,-1.980943,0.04759767,0.2378363,NA
ENSG00000171483.9,0.03554551,-0.4530954,3.287633,-0.1378181,0.8903842,NA,NA
ENSG00000168734.9,10404.2,0.3254526,0.1452479,2.24067,0.02504746,0.1656556,NA
ENSG00000132000.7,31.71068,-0.301048,0.6570848,-0.458157,0.6468397,0.8596825,NA
ENSG00000223665.1,0.7669469,0.1437712,0.8112958,0.1772118,0.859342,NA,NA
ENSG00000197296.5,616.6911,0.1596502,0.124736,1.279905,0.2005785,0.5133205,NA
ENSG00000145681.6,0.1747273,-1.854611,3.28474,-0.5646142,0.5723362,NA,NA
ENSG00000228651.1,0.6906088,2.271877,2.265143,1.002973,0.3158739,NA,NA
ENSG00000090861.11,7009.637,-0.01923276,0.1088358,-0.1767135,0.8597334,0.9522143,NA
ENSG00000244560.2,5127.405,0.09762363,0.1067806,0.9142453,0.360588,0.6739044,NA
ENSG00000262185.1,1.149836,-1.624117,0.72199,-2.249501,0.02448066,NA,NA
ENSG00000258378.1,11.9706,0.2783017,0.5305989,0.5245049,0.5999274,0.8348578,NA
ENSG00000259436.1,1672.802,0.2541518,0.2299706,1.105149,0.269095,0.5887638,NA
ENSG00000232030.2,0.03913469,-0.1839799,3.287633,-0.05596122,0.9553727,NA,NA
ENSG00000224388.1,8.339379,0.3586642,0.5556593,0.645475,0.5186194,0.7882361,NA
ENSG00000140675.8,12671.81,-0.001444745,0.05738148,-0.0251779,0.9799131,0.9936789,NA
ENSG00000259854.1,0.01777276,-0.2971313,3.287633,-0.09037848,0.9279865,NA,NA
ENSG00000108932.7,700.2893,0.07497566,0.1362138,0.5504264,0.582027,0.8238593,NA
ENSG00000220868.2,0.03663511,-0.1839799,3.287633,-0.05596122,0.9553727,NA,NA
ENSG00000103197.12,16859.54,-0.1451286,0.06216222,-2.334675,0.0195604,0.1443205,NA
ENSG00000225864.1,2592.838,-0.101822,0.1496746,-0.6802893,0.4963213,0.7748329,NA
ENSG00000177192.9,5347.458,-0.098738,0.07666125,-1.287978,0.1977537,0.5096664,NA
ENSG00000152242.6,15141.84,-0.09196683,0.0609212,-1.509603,0.1311447,0.4159366,NA
ENSG00000184321.1,0.2243923,0.4108145,2.446867,0.1678941,0.8666666,NA,NA
ENSG00000225854.2,54.71456,0.09575506,0.223348,0.4287259,0.6681227,0.8704395,NA
ENSG00000137648.12,36.11331,2.482511,0.6657773,3.728742,0.0001924384,0.008673222,UP
ENSG00000262905.1,20.03756,-0.2852189,0.1855805,-1.536901,0.1243175,0.4049313,NA
ENSG00000270640.1,8.807746,0.4240514,0.4699348,0.9023621,0.3668646,0.6794897,NA
ENSG00000171953.11,4298.246,-0.04270514,0.05115022,-0.8348965,0.403776,0.7072258,NA
ENSG00000197146.2,13602.72,0.3711239,0.1380165,2.688982,0.007167027,0.07923351,NA
ENSG00000127993.10,10224.01,-0.03124084,0.1093894,-0.2855928,0.77519,0.9184098,NA
ENSG00000233901.1,0.6570656,2.197934,2.96963,0.7401375,0.4592165,NA,NA
ENSG00000105707.9,0,0,0,0,1,NA,NA
ENSG00000143179.8,1674.395,-0.09982408,0.1081278,-0.9232048,0.3559005,0.6696357,NA
ENSG00000112706.7,2.426035,1.16633,1.253197,0.9306836,0.3520173,0.6668592,NA
ENSG00000267138.1,14.10762,0.6503513,0.3283068,1.980925,0.04759967,0.2378363,NA
ENSG00000178217.9,3.210801,-0.1656,0.8038182,-0.2060167,0.8367778,0.944379,NA
ENSG00000251516.1,0.01763507,-0.2971313,3.287633,-0.09037848,0.9279865,NA,NA
ENSG00000078053.12,6.809783,0.6298841,1.725395,0.3650666,0.7150617,0.8915009,NA
ENSG00000271781.1,39.34771,-0.3376213,0.1978962,-1.706053,0.08799824,0.3352424,NA
ENSG00000144645.9,34462.5,-0.07197033,0.1166408,-0.6170256,0.5372179,0.7972164,NA
ENSG00000185634.7,3.429938,-1.054574,1.457855,-0.7233737,0.4694504,0.7560551,NA
ENSG00000211678.2,10.44248,-0.1585732,0.5287526,-0.2999005,0.764253,0.9129846,NA
ENSG00000264769.1,34.59225,-0.5784713,0.1899826,-3.044865,0.002327851,0.04069382,NA
ENSG00000176399.3,122.5132,-0.006747573,0.4908621,-0.01374637,0.9890323,0.9965276,NA
ENSG00000270607.1,0.02767875,-0.02801584,3.287633,-0.008521583,0.9932008,NA,NA
ENSG00000230779.1,0.7650718,-0.4746434,0.6316356,-0.7514514,0.4523811,NA,NA
ENSG00000112782.11,364.6967,0.2840489,0.2463956,1.152816,0.2489858,0.5676296,NA
ENSG00000272086.1,49.99874,0.03935206,0.1201472,0.327532,0.7432655,0.9037188,NA
ENSG00000124784.4,4402.666,-0.1686487,0.0800729,-2.10619,0.03518785,0.2011362,NA
ENSG00000269337.1,232.4445,-7.095004e-05,0.1434947,-0.0004944435,0.9996055,0.9997369,NA
ENSG00000178193.5,0.1549623,0.05672358,2.008336,0.02824407,0.9774675,NA,NA
ENSG00000177875.3,10.43299,-2.044714,0.6101436,-3.351201,0.00080462,0.02180956,DOWN
ENSG00000235347.1,13.84703,0.1168657,0.2158559,0.5414061,0.5882277,0.8283113,NA
ENSG00000269755.1,28.70777,0.7033948,0.3163098,2.223753,0.02616508,0.1697617,NA
ENSG00000228766.3,8.82209,-0.09253362,0.2372632,-0.3900041,0.6965335,0.8832625,NA
ENSG00000253715.1,0.03823886,-0.1839799,3.287633,-0.05596122,0.9553727,NA,NA
ENSG00000247867.2,0.03839592,0.02855983,3.287633,0.008687048,0.9930688,NA,NA
ENSG00000102468.6,0.9356099,0.562497,1.17794,0.4775259,0.6329877,NA,NA
ENSG00000258701.1,120.4153,-0.008558097,0.2073927,-0.04126517,0.9670845,0.9895036,NA
ENSG00000214195.4,0.2771481,-0.3441857,1.492331,-0.2306363,0.8175974,NA,NA
ENSG00000114988.7,1237.89,0.1240742,0.1153307,1.075813,0.282011,0.6022347,NA
ENSG00000196966.3,2.20909,0.9957466,0.6767472,1.471371,0.1411907,0.4317767,NA
ENSG00000198342.5,599.2444,0.04362668,0.1364893,0.3196344,0.7492455,0.9063616,NA
ENSG00000231817.3,0.3928088,-0.5022789,1.405849,-0.3572779,0.7208838,NA,NA
