"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EI24P1",0.0633111637521921,0.00320656442461036,0.134145026305795,0.0239037146058678,0.980929411303661,NA
"LOC100129434",7.64833374154119,-0.0623005876589258,0.0204864074925293,-3.04106943502147,0.00235739460162364,0.221303456107061
"LOC100129456",0.202089381700754,-0.0318073293248854,0.0721964248228582,-0.44056654332854,0.659526828278924,NA
"LYRM4-AS1",71.676582028211,0.00628123204471545,0.00799389801916879,0.785753337064535,0.432012008936073,0.928515492709363
"MKRN2OS",65.3730788559002,-0.000655635313251087,0.0112429374081119,-0.0583153040394977,0.953497477399438,0.996812034161619
"ZNF37BP",36716.9246378285,0.00465160698755514,0.00335329324382249,1.38717572527378,0.165388185606312,0.8242837142426
"LOC100129484",2.43230334882398,0.00676512336898293,0.0253056517163929,0.267336460834973,0.789210116304718,0.988530729934392
"RPL24P9",0.454839561720015,0.00312685832332752,0.034189080594236,0.0914578066733589,0.927128831073111,NA
"ETDB",0.229294101459309,0.00379076327737129,0.134094687901825,0.0282693023615269,0.97744736397724,NA
"RPL26P23",17.718833896958,-0.00155821688026309,0.00683245061158881,-0.228061199245279,0.819598663756189,0.991434068048719
"LOC100129534",1207.87938745514,-0.00787460494092077,0.00809632444731497,-0.972614794795221,0.3307447867629,0.899801021259416
"LOC100129540",566.976263920671,-0.00433557401674205,0.00583046104494278,-0.743607406570812,0.457114021087418,0.936969949425271
"ZNF730",52.1598639359093,-0.0165963569510501,0.0192788047466427,-0.8608602643761,0.389315008816406,0.919517414909744
"LINC02035",2478.26201896101,-0.00487837989838626,0.00491958837750125,-0.991623592066471,0.32138117634183,0.897010572189642
"RPL13AP16",15.0546946659446,-0.00887445625667416,0.0516918505813687,-0.171679987403523,0.863689119937306,0.99273965639397
"LOC100129554",83.2908093680625,-0.00559389497803994,0.00733660825074178,-0.76246336002394,0.445783503165536,0.934471190235719
"RPS10P27",0.24606300948942,0.00851068947235763,0.0523194665158576,0.162667741839036,0.870780046926829,NA
"HNRNPA3P8",0.330969592558715,-0.0216461083574512,0.0485124336453609,-0.446197123724819,0.655454860413266,NA
"LOC100129573",0.476311814418381,0.00859723278976218,0.0711194995989203,0.120884326214982,0.903782656989495,NA
